	CH2500	CH2502	CH2522	F1659
PA14_71490,soxD	19	24	23	52
PA14_71500,soxA	72	95	82	201
PA14_71510,soxG	23	8	17	28
PA14_71530,purU2	23	20	34	77
PA14_71560,fdhA	30	84	60	267
PA14_71570	117	283	267	243
PA14_71580	49	78	89	135
PA14_71590	21	51	32	95
PA14_71600,purK	80	85	227	131
PA14_71620,purE	112	91	205	135
PA14_71630,adhA	256	629	585	432
PA14_71640	62	112	198	89
PA14_71650,aspA	410	693	952	691
PA14_71670	94	155	202	166
PA14_71680	13	47	53	64
PA14_71690	24	52	25	45
PA14_71700	22	75	46	33
PA14_71710,mtr	44	66	103	131
PA14_71720,oadA	882	1226	999	893
PA14_71740,accC	739	1018	840	830
PA14_71750	72	65	100	109
PA14_71760	6	15	16	29
PA14_71780	162	194	264	203
PA14_71800,zwf	97	175	164	215
PA14_71820,yegQ	163	141	436	161
PA14_71830	28	70	93	74
PA14_71840	233	491	669	287
PA14_71850	167	132	164	160
PA14_71870,uvrD	428	612	781	702
PA14_71880	17	21	19	53
PA14_71890,psecoA	478	538	631	724
PA14_71900	52	40	36	35
PA14_71910,wbpZ	136	231	244	214
PA14_71920,wbpY	130	141	203	147
PA14_71930,wbpX	162	163	219	187
PA14_71940,wzt	230	204	288	229
PA14_71960,wzm	141	160	158	118
PA14_71970,wbpW	294	372	353	269
PA14_71990,gmd	326	337	316	287
PA14_72000,rmd	300	358	323	311
PA14_72010	300	374	453	342
PA14_72020	263	294	334	279
PA14_72030	66	74	98	88
PA14_72040	61	71	117	107
PA14_72050	128	83	128	120
PA14_72060	18	32	16	40
PA14_72070	69	117	138	117
PA14_72080	24	27	54	23
PA14_72090	30	33	78	39
PA14_72110	141	154	301	236
PA14_72130	33	73	62	80
PA14_72140	26	54	61	52
PA14_72150	8	13	12	41
PA14_72170,citM	15	49	33	136
PA14_72180	10	35	19	71
PA14_72200,prfH	35	35	48	46
PA14_72210	61	56	100	122
PA14_72220	111	80	207	109
PA14_72230	76	118	110	271
PA14_72250	118	250	296	227
PA14_72260	126	341	307	295
PA14_72280,citA	19	25	23	123
PA14_72300	58	78	90	177
PA14_72320	93	115	217	139
PA14_72340,gltP	151	106	401	290
PA14_72350	3	11	3	24
PA14_72360	258	162	93	412
PA14_72370	84	76	42	133
PA14_72380,algB	168	195	291	341
PA14_72390,kinB	80	230	253	333
PA14_72400	48	52	83	115
PA14_72410	16	27	47	38
PA14_72420	321	493	501	469
PA14_72430	223	264	330	312
PA14_72450,dsbA	372	458	479	485
PA14_72460,cc4	311	300	479	307
PA14_72470	138	126	189	126
PA14_72480,engB	163	200	232	211
PA14_72490,polA	431	537	714	649
PA14_72500	126	179	182	162
PA14_72510,thrB	164	272	371	193
PA14_72520	101	175	288	195
PA14_72540	376	525	1000	614
PA14_72550,znuA	60	126	116	121
PA14_72560,np20	86	166	132	121
PA14_72580,znuC	35	86	93	115
PA14_72590,znuB	29	51	63	84
PA14_72600	99	128	227	133
PA14_72620,metN	57	49	124	92
PA14_72630	132	114	195	147
PA14_72640	361	348	466	389
PA14_72650	194	17	31	35
PA14_72660	333	32	51	70
PA14_72690	381	18	43	59
PA14_72700	190	8	20	75
PA14_72710	213	28	42	117
PA14_72720,dctD	104	120	201	157
PA14_72740,dctB	55	128	184	157
PA14_72750	45	81	150	111
PA14_72760	30	37	50	77
PA14_72770	25	55	52	74
PA14_72780,pdxY	97	118	262	136
PA14_72790	39	86	88	79
PA14_72800,rosB	57	96	128	154
PA14_72810	42	70	72	122
PA14_72820	31	101	93	138
PA14_72830	15	40	37	41
PA14_72840	87	141	156	233
PA14_72850	136	175	166	155
PA14_72870	68	84	78	170
PA14_72880,fabG	63	100	105	99
PA14_72890	31	42	54	87
PA14_72900	54	49	39	78
PA14_72920	70	72	87	110
PA14_72930	434	407	571	386
PA14_72940	103	289	310	263
PA14_72960,kgtP	46	167	77	363
PA14_72970,tonB	326	328	269	387
PA14_72980	45	75	81	77
PA14_72990	27	61	62	52
PA14_73000	15	13	4	42
PA14_73010	22	46	36	83
PA14_73020	2	7	8	40
PA14_73030	14	27	18	52
PA14_73040,amiA	9	8	7	44
PA14_73050	3	4	2	59
PA14_73060,cynT	2	5	5	43
PA14_73070,pyrQ	9	18	9	107
PA14_73090	83	137	88	164
PA14_73100	20	33	13	36
PA14_73110	125	200	98	188
PA14_73120	200	262	146	176
PA14_73140	81	294	179	280
PA14_73150	32	67	53	72
PA14_73160	10	29	33	78
PA14_73170,glmS	138	168	423	276
PA14_73190,glmR	67	60	117	122
PA14_73200	58	68	95	68
PA14_73220,glmU	304	373	478	372
PA14_73230,atpC	119	87	146	76
PA14_73240,atpD	884	746	1092	774
PA14_73250,atpG	490	351	629	444
PA14_73260,atpA	1100	872	1309	955
PA14_73280,atpH	438	387	490	394
PA14_73290,atpF	382	340	449	324
PA14_73300,atpE	177	152	219	162
PA14_73310,atpB	379	263	500	313
PA14_73320,atpI	148	108	172	139
PA14_73330,parB	301	345	446	365
PA14_73350,soj	275	257	345	328
PA14_73360,gidB	169	143	234	195
PA14_73370,gidA	429	447	705	614
PA14_73390	3	11	5	44
PA14_73400,trmE	96	129	209	179
PA14_73410,yidC	627	436	835	623
PA14_73420,rnpA	167	130	261	165
PA1530.1,4.5S	19	18	31	28
PA1555.1,ccoQ1	101	137	137	65
PA1781.1,P11	1	0	0	8
PA1796.2,tRNA-His	10	8	25	11
PA1838-PA1839,sRNA1059	39	129	45	165
PA2570.1a,tRNA-Leu	17	1	2	2
PA2570.1b,tRNA-Leu	1	2	8	6
PA2581-PA2582,sRNA1466	49	119	71	115
PA2744.1,P13	16	16	20	18
PA2750-PA2751,sRNA1559	23	19	21	100
PA2852-PA2853,P14	70	80	79	71
PA2942.1,P15	51	43	47	59
PA2958.1,rgsA	3	16	7	23
PA3001-PA3002,sRNA1714	18	26	42	50
PA3133.1,tRNA-Glu	23	29	46	20
PA3133.2,tRNA-Ala	24	24	37	29
PA3304.1,P18	3	16	6	17
PA3305.1,phrS	120	141	139	142
PA3366.1,amiEleader	25	52	26	33
PA3621.1,rsmZ	39	45	44	55
PA3964-PA3965,P24	6	8	8	42
PA4055-PA4056,sRNA2315	134	118	158	149
PA4270.1,P26	32	30	35	21
PA4272.1,P27	22	19	50	14
PA4406.1,72/101	53	61	68	60
PA4421.1,rnpB	162	163	170	175
PA4451.1,P35	6	3	2	11
PA4628-PA4629,sRNA2626	26	12	31	43
PA4704.1,prrF1	17	16	5	39
PA4704.2,prrF2	7	6	0	12
PA4704-PA4705,prrH	4	5	3	7
PA4726.1,P36	5	7	13	7
PA4726.11,crcZ	326	331	330	336
PA4726.2,P30	144	159	183	124
PA4758.1,P32	18	35	49	27
PA5181.1,P34	18	22	8	80
PA5183-PA5184,phrX	5	12	14	22
PA5204-PA5205,phrY	4	3	4	17
PA5227.1,ssrS	118	126	131	130
PA5316.1,102/16	10	12	20	25
